source_row,record_date,voyage_id,recipient_username,revenue_florins,salary_florins,catch_summary
859,2023-09-08,452,cHeadq,9420,7938,"8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 12 Mantis Shrimp at 1,25x."
860,2023-09-08,452,eprstbebra,11715,10004,"12 Mantis Shrimp at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
861,2023-09-08,450,finndad,24030,20817,"18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
862,2023-09-08,450,kingme2244,19425,16673,"16 Pistol Shrimp at 1,25x, 16 Pistol Shrimp at 1,25x, 16 Pistol Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x."
863,2023-09-08,453,thecoolguyisco,16076,13928,"10 Giant Hermit Crab at 1x, 13 American Lobster at 1x, 13 American Lobster at 1x, 13 American Lobster at 1x."
864,2023-09-08,453,rzeczka114,13430,11547,"10 Giant Hermit Crab at 1x, 18 Pistol Shrimp at 1x, 18 Pistol Shrimp at 1x, 18 Pistol Shrimp at 1x."
865,2023-09-08,453,peterrdefries12,8336,6962,"10 Giant Hermit Crab at 1x, 8 Common Blue Crab at 1x, 8 Common Blue Crab at 1x, 8 Common Blue Crab at 1x."
866,2023-09-08,454,Tojeko_G,15600,13230,"8 Giant Hermit Crab at 1x, 8 Giant Hermit Crab at 1x, 8 Giant Hermit Crab at 1x, 12 Common Blue Crab at 1x, 12 Common Blue Crab at 1x, 12 Common Blue Crab at 1x."
867,2023-09-08,454,finndad,8568,7036,"8 Common Blue Crab at 1x, 8 Common Blue Crab at 1x, 8 Common Blue Crab at 1x, 9 Common Blue Crab at 1x, 9 Common Blue Crab at 1x."
868,2023-09-08,456,joppiesaus_nl,32140,28116,"11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 14 American Lobster at 1,25x, 14 American Lobster at 1,25x, 14 American Lobster at 1,25x, 14 American Lobster at 1,25x."
869,2023-09-08,456,rzeczka114,29780,25992,"11 Giant Hermit Crab at 1,25x, 15 American Lobster at 1,25x, 15 American Lobster at 1,25x, 10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x."
870,2023-09-08,456,thecoolguyisco,23535,20372,"14 American Lobster at 1,25x, 14 American Lobster at 1,25x, 8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 15 American Lobster at 1,25x."
871,2023-09-08,455,SupremeBigBrother,17465,14909,"11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 8 Giant Hermit Crab at 1,25x."
872,2023-09-08,455,kingme2244,17395,14981,"9 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x."
873,2023-09-08,455,jormguh,24735,21452,"11 Common Blue Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x."
874,2023-09-08,458,JamesBond007F,22230,19197,"10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 12 American Lobster at 1,25x, 12 American Lobster at 1,25x, 12 American Lobster at 1,25x."
875,2023-09-08,458,cHeadq,15300,12960,"9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
876,2023-09-08,457,idelusionaI,8416,7034,"8 Common Blue Crab at 1x, 8 Common Blue Crab at 1x, 8 Common Blue Crab at 1x, 16 Mantis Shrimp at 1x."
877,2023-09-08,457,rzeczka114,14080,12132,"16 Mantis Shrimp at 1x, 16 Mantis Shrimp at 1x, 16 Mantis Shrimp at 1x, 16 Mantis Shrimp at 1x."
878,2023-09-08,457,thecoolguyisco,12808,10987,"9 Giant Hermit Crab at 1x, 9 Giant Hermit Crab at 1x, 9 Giant Hermit Crab at 1x, 16 Mantis Shrimp at 1x."
879,2023-09-08,459,SpedSantz,14916,12614,"12 Pistol Shrimp at 1x, 12 Pistol Shrimp at 1x, 12 Pistol Shrimp at 1x, 8 Giant Hermit Crab at 1x, 8 Giant Hermit Crab at 1x, 8 Giant Hermit Crab at 1x."
880,2023-09-08,459,eprstbebra,18084,15466,"11 Common Blue Crab at 1x, 11 Common Blue Crab at 1x, 11 Common Blue Crab at 1x, 11 Giant Hermit Crab at 1x, 11 Giant Hermit Crab at 1x, 11 Giant Hermit Crab at 1x."
881,2023-09-08,460,JamesBond007F,23625,20453,"13 Mantis Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x, 10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x."
882,2023-09-08,460,cHeadq,22894,19794,"18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x."
883,2023-09-08,461,kingme2244,15408,13057,"10 Common Blue Crab at 1x, 10 Common Blue Crab at 1x, 10 Common Blue Crab at 1x, 9 Giant Hermit Crab at 1x, 9 Giant Hermit Crab at 1x, 9 Giant Hermit Crab at 1x."
884,2023-09-08,461,thecoolguyisco,26460,23004,"18 Mantis Shrimp at 1x, 18 Mantis Shrimp at 1x, 18 Mantis Shrimp at 1x, 15 American Lobster at 1x, 15 American Lobster at 1x, 15 American Lobster at 1x."
885,2023-09-08,464,lukas06yt,21210,18279,"17 Mantis Shrimp at 1x, 17 Mantis Shrimp at 1x, 17 Mantis Shrimp at 1x, 18 Pistol Shrimp at 1x, 18 Pistol Shrimp at 1x, 18 Pistol Shrimp at 1x."
886,2023-09-08,464,thecoolguyisco,20154,17329,"12 Giant Hermit Crab at 1x, 12 Giant Hermit Crab at 1x, 12 Giant Hermit Crab at 1x, 14 Pistol Shrimp at 1x, 14 Pistol Shrimp at 1x, 14 Pistol Shrimp at 1x."
887,2023-09-08,463,SupremeBigBrother,35270,30528,"11 American Lobster at 1,25x, 11 American Lobster at 1,25x, 11 American Lobster at 1,25x, 11 American Lobster at 1,25x, 11 American Lobster at 1,25x, 11 American Lobster at 1,25x, 8 Giant Hermit Crab at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x."
888,2023-09-08,463,JamesBond007F,30936,26628,"18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 8 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 13 Pistol Shrimp at 1,25x, 13 Pistol Shrimp at 1,25x, 13 Pistol Shrimp at 1,25x, 10 Common Blue Crab at 1,25x."
889,2023-09-08,465,lukas06yt,13176,11318,"9 Giant Hermit Crab at 1x, 9 Giant Hermit Crab at 1x, 9 Giant Hermit Crab at 1x, 12 American Lobster at 1x."
